URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label,is_alive
https://www.u360mobile.com,25,www.u360mobile.com,18,0,219,100.0,0.9,0.5229071,0.049426334,3,1,0,0,0.0,9,0.36,3,0.12,0,0,0,1,0.04,1,180,277,1,u360mobile,100.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,3,3,0,2,1,True
https://www.celticartworks.com,29,www.celticartworks.com,22,0,219,100.0,1.0,0.5229071,0.0635783,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,244,519,1,celticartworks,100.0,100.0,0,0,0,0,0,1,0,5,0,1,1,1,0,0,0,0,1,5,0,1,1,0,31,1,True
https://www.gastricbypassmexico.com,34,www.gastricbypassmexico.com,27,0,219,100.0,1.0,0.5229071,0.059112485,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,653,556,1,gastricbypassmexi,89.47368421,89.47368421,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,46,11,15,9,6,21,1,True
https://www.atmosbeauty.com,26,www.atmosbeauty.com,19,0,219,100.0,1.0,0.5229071,0.063527824,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,2262,2677,1,atmosbeauty,100.0,100.0,1,1,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,32,2,25,94,0,9,1,True
https://www.acep.org,19,www.acep.org,12,0,329,100.0,1.0,0.0799628,0.072222584,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,2009,315,1,acep,100.0,100.0,1,0,1,0,0,1,0,2,1,1,1,1,0,0,1,0,1,24,8,36,210,7,69,1,True
https://www.kiverdi.com,22,www.kiverdi.com,15,0,219,100.0,1.0,0.5229071,0.056717322,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,830,13822,1,kiverdi,100.0,100.0,1,0,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,17,2,12,48,0,12,1,True
https://www.lavacap.com,22,www.lavacap.com,15,0,219,100.0,1.0,0.5229071,0.063483709,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,305,398,1,lavacap,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,12,3,14,61,0,12,1,True
https://www.googgun.com,22,www.googgun.com,15,0,219,100.0,1.0,0.5229071,0.06157438,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1713,4262,1,googgun,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,39,14,33,86,0,106,1,True
https://www.goteborgdaily.se,27,www.goteborgdaily.se,20,0,63,100.0,1.0,0.0040185,0.055555694,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,519,9381,1,goteborgdaily,100.0,100.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,7,5,8,89,0,92,1,True
https://www.bethorsoff.com,25,www.bethorsoff.com,18,0,219,100.0,1.0,0.5229071,0.059870155,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,425,613,1,bethorsoff,100.0,100.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,17,5,11,0,1,15,1,True
https://www.parkinson-italia.it,30,www.parkinson-italia.it,23,0,411,100.0,0.625,0.012178,0.060736441,2,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,840,502,1,parknson-tala,0.0,0.0,1,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,18,1,24,103,2,112,1,True
https://www.markup.io,20,www.markup.io,13,0,626,100.0,1.0,0.0129268,0.048774682,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,645,9419,1,markup,100.0,100.0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,15,4,14,19,1,37,1,True
https://www.rwxy.tsinghua.edu.cn,31,www.rwxy.tsinghua.edu.cn,24,0,679,100.0,0.529411765,0.0033218,0.044474915,2,3,0,0,0.0,16,0.516,0,0.0,0,0,0,3,0.097,1,817,259,1,rwxytsinghuaedu,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,26,6,13,11,2,27,1,True
https://www.petercliffordonline.com,34,www.petercliffordonline.com,27,0,219,100.0,1.0,0.5229071,0.062512446,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,486,8898,1,petercliffordonline,100.0,100.0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,2,4,4,0,4,1,True
https://www.midlandspubs.co.uk,29,www.midlandspubs.co.uk,22,0,380,100.0,0.866666667,0.028555,0.051013042,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,261,434,1,midlandspbsco,0.0,0.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,51,1,0,73,0,74,1,True
https://www.alberteinsteinsite.com,33,www.alberteinsteinsite.com,26,0,219,100.0,1.0,0.5229071,0.066202812,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,319,627,1,alberteinsteinsite,100.0,100.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,1,2,6,0,91,1,True
https://www.webuygreensboroareahouses.com,40,www.webuygreensboroareahouses.com,33,0,219,100.0,1.0,0.5229071,0.06258207,3,1,0,0,0.0,27,0.675,0,0.0,0,0,0,1,0.025,1,853,6349,1,webuygreensboroareahouses,100.0,100.0,0,0,1,0,0,1,0,9,0,1,1,1,1,1,1,0,1,32,2,7,39,0,67,1,True
https://www.rrsilvershadow.com,29,www.rrsilvershadow.com,22,0,219,100.0,1.0,0.5229071,0.058008527,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,472,492,1,rrsilvershadow,100.0,100.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,1,1,1,0,14,1,True
https://www.sasebo99.com,23,www.sasebo99.com,16,0,219,100.0,1.0,0.5229071,0.05841194,3,1,0,0,0.0,8,0.348,2,0.087,0,0,0,1,0.043,1,3010,737,1,sasebo99,100.0,100.0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,155,2,6,209,2,183,1,True
https://www.apimondia.org,24,www.apimondia.org,17,0,329,100.0,1.0,0.0799628,0.066442283,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1398,1546,1,apimondia,100.0,100.0,0,0,1,0,0,1,0,3,0,1,0,1,1,0,1,0,1,17,19,17,70,2,9,1,True
https://www.kemahboardwalkinn.com,32,www.kemahboardwalkinn.com,25,0,219,100.0,1.0,0.5229071,0.056654738,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,673,1343,1,kemahboardwalkinn,100.0,100.0,0,0,1,0,0,1,2,2,0,1,0,0,0,0,0,0,1,21,10,24,22,2,24,1,True
https://www.treasure-inc.co.jp,29,www.treasure-inc.co.jp,22,0,687,100.0,0.6,0.0230451,0.064422216,2,2,0,0,0.0,14,0.483,0,0.0,0,0,0,3,0.103,1,236,153,1,treasure-incco,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,49,2,1,2,0,13,1,True
https://www.allnews.ch,21,www.allnews.ch,14,0,9,100.0,1.0,0.0049832,0.056713878,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1017,2390,1,allnews,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,1,0,1,0,0,1,100,16,18,151,2,103,1,True
https://www.brits.co.uk,22,www.brits.co.uk,15,0,380,100.0,0.75,0.028555,0.058240841,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,877,535,1,britsco,0.0,0.0,0,1,1,1,0,1,0,3,0,1,0,0,0,0,0,0,1,55,1,2,108,3,54,1,True
https://www.finmath.net,22,www.finmath.net,15,0,240,100.0,1.0,0.0384199,0.056094506,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,289,298,1,finmath,100.0,100.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13,0,35,1,True
https://www.wpmobilemenu.com,27,www.wpmobilemenu.com,20,0,219,100.0,1.0,0.5229071,0.059596836,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1177,23119,1,wpmobilemenu,100.0,100.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,33,3,4,64,0,72,1,True
https://www.bcmm.com.br,22,www.bcmm.com.br,15,0,589,100.0,0.625,0.0094423,0.05985001,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,174,262,1,cmmcom,0.0,0.0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,6,3,5,15,0,26,1,True
https://www.redcliffslodge.com,29,www.redcliffslodge.com,22,0,219,100.0,1.0,0.5229071,0.057144211,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1284,3780,1,redcliffslodge,100.0,100.0,0,1,1,0,0,1,0,4,0,1,0,1,0,0,0,0,1,17,1,10,14,2,15,1,True
https://www.musashinobank.co.jp,30,www.musashinobank.co.jp,23,0,687,100.0,0.875,0.0230451,0.055760502,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,841,511,1,musashinobankco,0.0,0.0,1,0,1,0,0,1,3,2,0,0,0,1,0,1,1,0,1,141,9,13,261,0,25,1,True
https://www.septentrion.qc.ca,28,www.septentrion.qc.ca,21,0,950,100.0,0.857142857,0.0101825,0.061417144,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,865,299,1,septentrionq,0.0,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,58,1,9,165,0,83,1,True
https://www.iparcheggiatori.it,29,www.iparcheggiatori.it,22,0,411,100.0,1.0,0.012178,0.060340819,2,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,284,404,1,parcheggator,0.0,0.0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,22,1,4,1,1,5,1,True
https://www.parklawn.com,23,www.parklawn.com,16,0,219,100.0,1.0,0.5229071,0.055262179,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,2630,2406,1,parklawn,100.0,100.0,1,0,1,0,0,1,1,4,0,1,1,1,0,0,1,0,1,9,13,12,73,0,5,1,True
https://www.dunmore.com,22,www.dunmore.com,15,0,219,100.0,1.0,0.5229071,0.067838458,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,957,618,1,dunmore,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,18,20,33,108,2,117,1,True
https://themoufservices.start.page/,34,themoufservices.start.page,26,0,884,49.30433079,0.761904762,0.0001446,0.058842887,4,1,0,0,0.0,24,0.706,0,0.0,0,0,0,2,0.059,1,125,391,1,themoufservicesstart,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,True
https://www.margauxandmay.com,28,www.margauxandmay.com,21,0,219,100.0,1.0,0.5229071,0.056794065,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,2788,8369,1,margauxandmay,100.0,100.0,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,62,2,19,42,0,19,1,True
https://www.kpcw.org,19,www.kpcw.org,12,0,329,100.0,1.0,0.0799628,0.048188913,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,4759,9116,1,kpcw,100.0,100.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,117,1,5,273,0,292,1,True
https://www.crispapp.com,23,www.crispapp.com,16,0,219,100.0,1.0,0.5229071,0.058543172,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1005,687,1,crispapp,100.0,100.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,191,3,5,1,0,60,1,True
https://www.palitrumlab.ru,25,www.palitrumlab.ru,18,0,73,100.0,1.0,0.0180132,0.05272306,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,119,229,1,palitumlab,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,3,8,15,0,2,1,True
https://www.moovmnt.com,22,www.moovmnt.com,15,0,219,100.0,1.0,0.5229071,0.069663694,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1094,9381,1,moovmnt,100.0,100.0,1,1,1,0,0,1,0,7,0,1,0,0,0,0,0,0,0,17,13,11,120,0,143,1,True
https://www.hajker.hu,20,www.hajker.hu,13,0,19,100.0,1.0,0.0022172,0.043213244,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,223,3016,1,ajker,83.33333333,83.33333333,1,0,1,0,0,1,0,4,0,1,0,0,0,1,0,1,1,9,2,10,10,0,13,1,True
https://www.taptapkaboom.com,27,www.taptapkaboom.com,20,0,219,100.0,1.0,0.5229071,0.063219527,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,761,1151,1,taptapkaboom,100.0,100.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,54,1,4,41,0,36,1,True
https://bafybeicd2g3q2kigmyymienzmh42y4zazhgbjbjaz2flolti4zwiaihurm.ipfs.w3s.link/brapo.html,91,bafybeicd2g3q2kigmyymienzmh42y4zazhgbjbjaz2flolti4zwiaihurm.ipfs.w3s.link,73,0,616,9.693210618,0.235294118,0.0003306,0.036896255,4,2,0,0,0.0,69,0.758,9,0.099,0,0,0,5,0.055,1,4,796549,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
https://www.ehorses.com,22,www.ehorses.com,15,0,219,100.0,1.0,0.5229071,0.07264998,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,4207,907,1,ehorses,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,91,0,4,245,0,280,1,True
