True Label,Predicted Label,y_score
0,0,0.06587374210357666
0,0,0.20333415269851685
0,0,0.3420182168483734
0,0,0.010282047092914581
1,0,0.2358533889055252
0,0,0.05945181846618652
0,0,0.3449172079563141
1,1,0.5655120611190796
1,1,0.615724503993988
0,0,0.24414637684822083
0,0,0.2413097470998764
0,0,0.21587026119232178
0,0,0.005046703387051821
0,0,0.07840818911790848
0,0,0.0006856194231659174
0,0,0.011263451538980007
0,0,0.12380983680486679
0,0,0.06516560912132263
1,1,0.6278607845306396
0,0,0.24297811090946198
0,0,0.1121593788266182
0,0,0.07012715190649033
1,0,0.40981876850128174
0,0,0.0741879791021347
0,0,0.15517300367355347
0,0,0.27897271513938904
0,0,0.20370541512966156
0,0,0.4230043590068817
0,0,0.07423418015241623
0,0,0.3142732083797455
1,1,0.5954180359840393
0,0,0.05679455026984215
0,0,0.12948545813560486
1,1,0.6164576411247253
0,0,0.08425471186637878
0,0,0.3563705384731293
0,0,0.15173764526844025
1,0,0.33504217863082886
1,0,0.3210239112377167
1,1,0.5875357985496521
1,1,0.891385018825531
0,0,0.33831965923309326
0,0,0.3340238630771637
1,1,0.8547610640525818
0,0,0.03027927502989769
1,0,0.32001906633377075
0,0,0.0830872431397438
0,0,0.03736203908920288
0,0,0.3340238630771637
0,0,0.12341556698083878
0,0,0.16533289849758148
0,0,0.14803700149059296
0,0,0.16941416263580322
0,0,0.31766477227211
0,0,0.3340238630771637
0,0,0.24165141582489014
0,0,0.014234262518584728
0,0,0.19334594905376434
0,0,0.0054283589124679565
0,0,0.047056034207344055
0,0,0.4222763478755951
0,0,0.21358630061149597
0,0,0.04439511522650719
0,0,0.17341890931129456
0,0,0.133741095662117
0,0,0.04834355041384697
0,0,0.09019578248262405
1,1,0.7188464403152466
0,0,0.09547773748636246
0,0,0.22159801423549652
0,0,0.24154362082481384
1,0,0.16374045610427856
0,0,0.36797451972961426
0,1,0.5325600504875183
0,0,0.017761893570423126
0,0,0.30666783452033997
0,0,0.022304046899080276
1,0,0.22136642038822174
1,0,0.0031189466826617718
0,0,0.048684339970350266
0,0,0.37786173820495605
0,0,0.0198865607380867
0,0,0.009097488597035408
0,0,0.29645872116088867
1,0,0.4223374128341675
1,0,0.2829873859882355
1,1,0.8379102945327759
0,0,0.21996229887008667
0,0,0.23314784467220306
1,1,0.5358055830001831
0,0,0.006784141529351473
0,0,0.3019025921821594
1,0,0.30237138271331787
0,0,0.057741060853004456
0,0,0.3348931670188904
0,0,0.08489187806844711
0,0,0.33577200770378113
1,0,0.3340238630771637
0,0,0.20971448719501495
0,0,0.07439480721950531
0,0,0.0002947032917290926
1,0,0.3227503299713135
1,0,0.3340238630771637
0,0,0.06567390263080597
0,0,0.4261894226074219
0,1,0.794632077217102
1,0,0.2586935758590698
0,0,0.15825995802879333
0,0,0.052483465522527695
0,0,0.2595583498477936
0,0,0.3011291027069092
0,0,0.008273373357951641
1,0,0.25688087940216064
0,0,0.2024800032377243
0,0,0.44641464948654175
0,0,0.06749138981103897
1,1,0.5697371959686279
0,0,0.04981646686792374
0,0,0.27062779664993286
0,0,0.07530774921178818
0,1,0.7354206442832947
1,1,0.9795050024986267
1,1,0.8646630644798279
1,0,0.37921062111854553
1,1,0.6132420897483826
0,0,0.3340238630771637
0,1,0.7428162097930908
0,0,0.29133543372154236
1,0,0.05520452931523323
0,0,0.3340238630771637
0,0,0.08710566908121109
0,0,0.30761492252349854
0,0,0.026982713490724564
0,0,0.05944230780005455
0,0,0.2311592698097229
0,0,0.023099130019545555
0,0,0.05709758773446083
0,0,0.3784727454185486
0,0,0.30884024500846863
0,0,0.23731906712055206
0,0,0.047846145927906036
0,0,0.05400965362787247
0,0,0.1154528334736824
0,0,0.4863589406013489
0,0,0.21850398182868958
1,0,0.3387826681137085
1,1,0.8822481036186218
0,0,0.1751711219549179
0,0,0.07031041383743286
0,0,0.09225912392139435
1,1,0.9024110436439514
0,0,0.3340238630771637
1,1,0.8761467337608337
0,0,0.23774513602256775
0,0,0.2603607177734375
0,0,0.06419298052787781
0,0,0.09419821202754974
0,1,0.6570829153060913
1,1,0.7904891967773438
1,1,0.558972954750061
1,1,0.6322904825210571
0,0,0.10349307954311371
0,0,0.2723933756351471
0,0,0.11077328771352768
0,0,0.3393268883228302
0,0,1.642976531002205e-05
0,0,0.09649188071489334
1,0,0.06359335780143738
0,0,0.12419268488883972
0,0,0.01587040163576603
0,0,0.08365222066640854
0,0,0.10839978605508804
0,1,0.6748812794685364
1,0,0.04575584828853607
1,0,0.26728948950767517
0,0,0.08144712448120117
0,0,0.19408586621284485
0,0,0.00021963022300042212
0,0,0.34975335001945496
0,0,0.4893439710140228
0,1,0.7575312852859497
0,0,0.21035435795783997
0,0,0.3788018524646759
0,0,0.34068113565444946
0,0,0.18062658607959747
0,0,0.0811161920428276
0,0,0.2625936269760132
1,1,0.7815660834312439
0,0,0.09390390664339066
0,0,0.30603843927383423
1,1,0.8534074425697327
0,0,0.18802717328071594
0,0,0.19308027625083923
1,0,0.1983613818883896
0,0,0.32691100239753723
0,0,6.633565696745336e-09
1,0,0.3458397686481476
0,0,0.00011301205086056143
1,0,0.1707986742258072
1,0,0.05466293543577194
0,0,8.588861237512901e-05
0,0,0.2444336712360382
0,0,0.19702903926372528
1,1,0.8579034209251404
1,1,0.9326848983764648
0,0,0.22165058553218842
0,0,0.34965625405311584
1,1,0.6687526106834412
1,0,0.07278542965650558
0,0,0.1980767399072647
1,0,0.19189444184303284
0,0,0.3794393241405487
0,0,0.27893930673599243
0,0,0.3614923655986786
1,1,0.7983641028404236
0,0,0.1872648000717163
0,0,0.24700036644935608
0,0,0.43625569343566895
1,1,0.6630393862724304
0,0,0.29391077160835266
0,0,0.17434057593345642
0,0,0.08705485612154007
0,0,0.022322777658700943
0,0,0.3340238630771637
1,0,0.00032155794906429946
0,0,0.03594548627734184
0,0,0.05917922779917717
0,0,0.1508740931749344
0,0,0.11653445661067963
1,1,0.9338856339454651
0,1,0.6721500158309937
0,0,0.08391086757183075
0,0,0.021638335660099983
1,1,0.6154032945632935
0,0,0.02875261753797531
0,0,0.14812281727790833
1,1,0.7608857750892639
0,0,0.04199680685997009
0,0,0.054089490324258804
0,0,0.1765938252210617
0,0,0.057926714420318604
0,0,0.16607433557510376
1,0,0.3340238630771637
1,0,0.12749777734279633
0,0,0.3345337212085724
0,0,0.3340238630771637
1,0,0.37026020884513855
1,0,0.19466346502304077
0,0,0.018705453723669052
0,0,0.034067485481500626
0,0,0.3340238630771637
0,0,0.001198349753394723
0,0,0.3340238630771637
0,0,0.3608836829662323
1,0,0.36578208208084106
0,0,0.06790604442358017
0,0,0.0959639772772789
0,0,0.26144617795944214
0,0,0.2883700728416443
1,1,0.5953862071037292
0,0,0.10860971361398697
0,0,0.02974330075085163
0,0,0.3340238630771637
0,0,0.1575353592634201
1,0,0.3340238630771637
0,0,0.30459830164909363
0,0,0.3340238630771637
0,0,0.24540512263774872
0,0,0.12882305681705475
1,0,0.46839800477027893
1,0,0.3609737157821655
1,1,0.5251091122627258
1,0,0.257038414478302
0,0,0.06249335780739784
1,0,0.09472554922103882
0,0,0.1375766545534134
1,1,0.9606369137763977
0,0,0.1767057478427887
1,1,0.7773192524909973
1,1,0.5284276604652405
0,0,0.3503289818763733
1,0,0.3340238630771637
0,0,0.00012968065857421607
0,0,0.2636811137199402
1,0,0.14318689703941345
0,0,0.3063826262950897
1,0,0.21962830424308777
0,0,0.007348483428359032
0,0,0.14086031913757324
0,0,0.184912770986557
0,0,0.2935844361782074
0,0,0.1677830070257187
0,0,0.06438615918159485
0,0,0.09615519642829895
1,0,0.42414796352386475
0,0,0.050931088626384735
1,0,0.32636818289756775
0,0,0.09330073744058609
0,0,0.03138905391097069
1,1,0.5652424097061157
0,0,0.0498378612101078
0,0,0.007172469515353441
0,0,0.059135112911462784
0,0,0.3018720746040344
1,1,0.9039028286933899
0,0,0.1722467541694641
0,0,0.09019740670919418
0,1,0.932915985584259
0,0,0.17292194068431854
1,1,0.6032179594039917
1,1,0.9071272015571594
0,0,8.51310178404674e-05
0,0,0.18235065042972565
1,0,0.24387229979038239
1,0,0.3950968086719513
0,0,0.026555221527814865
0,0,0.10947497934103012
